,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette,Sampa,ipa
5718,3,mĭʹnĕrals,L.,,,n.,45.0,140,minerals,m I n 3:r @ l z,mɪnɜ:rəlz
5719,2,mīʹners,,,,n.,46.0,140,miners,m aI n 3:r z,m?nɜ:rz
5720,3,mĭnĕʹrvā,,,,n.,47.0,140,minerva,m @ n 3:r v @,mənɜ:rvə
5721,2,mĭʹngle,,,,v.,48.0,140,mingle,m I N g @ l,mɪŋgəl
5722,4,mĭʹnĭătūre,,,,a.,49.0,140,miniature,m I n i: @ tS U r\,mɪniːə?ʊɹ
5723,3,mĭʹnĭon,,,,n.,50.0,140,minion,m I n j @ n,mɪnjən
5724,2,mĭʹniſh,,,,v.,51.0,140,minish,m I n i S,mɪniʃ
5725,3,mĭʹnĭſt_e_r,,,,n.,52.0,140,minister,m I n @ s t 3:r,mɪnəstɜ:r
5726,5,mĭnĭſtĕʹrĭal,,,,a.,53.0,140,ministerial,m I n i s t i: r\ i: @ l,mɪnistiːɹiːəl
5727,3,mĭʹnĭſtry,L.,,,n.,54.0,140,ministry,m I n @ s t r\ i:,mɪnəstɹiː
5728,5,mĭnĭſtrāʹtion,,,,n.,55.0,140,ministration,m I n @ s t r\ eI S @ n,mɪnəstɹ?ʃən
5729,3,mĭʹnĭum,L.,,,n.,56.0,140,minium,m I n i: @ m,mɪniːəm
5730,2,mīʹnor,,,,n.,58.0,140,minor,m aI n 3:r,m?nɜ:r
5731,4,minŏʹrĭty,,,,n.,60.0,140,minority,m aI n O: r\ @ 4 i:,m?nOːɹəɾiː
5732,2,mĭʹnſt_e_r,,,,n.,63.0,140,minster,m I n s t 3:r,mɪnstɜ:r
5733,2,mĭʹnſtrel,,,,n.,64.0,140,minstrel,m I n s t r\ @ l,mɪnstɹəl
5734,1,mĭnt,,,,n.,66.0,140,mint,m I n t,mɪnt
5735,3,mĭʹnūet,,,,n.,67.0,140,minuet,m I n j @ w E t,mɪnjəwɛt
5736,2,mĭnūʹte,,,,a.,68.0,140,minute,m I n @ t,mɪnət
5737,3,mĭʹrăcle,L.,,,n.,70.0,140,miracle,m I r\ @ k @ l,mɪɹəkəl
5738,4,mĭrăʹcŭl_o_us,,,,a.,71.0,140,miraculous,m 3:r { k j @ l @ s,mɜ:rækjələs
5739,1,mīre,,,,n.,72.0,140,mire,m aI r\,m?ɹ
5740,1,mĭrth,,,,n.,3.0,141,mirth,m 3:r T,mɜ:rθ
5741,3,mĭsăpplyʹ,,,,v.,8.0,141,misapply,m i s @ p l aI,misəpl?
5742,3,mĭſbehāʹve,,,,v.,10.0,141,misbehave,m I s b @ h eI v,mɪsbəh?v
5743,5,mĭſcĕllāʹne_o_us,L.,,,a.,13.0,141,miscellaneous,m I s @ l eI n i: @ s,mɪsəl?niːəs
5744,2,mĭʹſchief,,,,n.,16.0,141,mischief,m I s tS @ f,mɪs?əf
5745,3,mĭſchieʹv_o_us,,,,a.,17.0,141,mischievous,m I s tS @ v @ s,mɪs?əvəs
5746,3,mĭſcŏnceiʹve,,,,v.,18.0,141,misconceive,m i s k @ n s i: v,miskənsiːv
5747,3,mĭſcŏʹnſtrūe,L.,,,v.,20.0,141,misconstrue,m i s k @ n s t r\ u,miskənstɹu
5748,3,mĭʹſcrėȧnt,F.,,,n.,22.0,141,miscreant,m I s k r\ i: @ n t,mɪskɹiːənt
5749,2,mĭſdeeʹds,,,,n.,23.0,141,misdeeds,m i s d i: d z,misdiːdz
5750,2,mīʹſer,L.,,,n.,25.0,141,miser,m aI z 3:r,m?zɜ:r
5751,4,mĭʹsĕrable,,,,a.,26.0,141,miserable,m I z 3:r @ b @ l,mɪzɜ:rəbəl
5752,3,mĭʹsĕry,L.,,,n.,27.0,141,misery,m I z 3:r i:,mɪzɜ:riː
5753,3,mĭsfŏʹrtūne,,,,n.,28.0,141,misfortune,m i s f O: r\ tS @ n,misfOːɹ?ən
5754,2,mĭſgĭʹve,,,,v.,29.0,141,misgive,m i s g I v,misgɪv
5755,2,mĭſhăʹp,,,,n.,31.0,141,mishap,m I s h { p,mɪshæp
5756,3,mĭsĭnfoʹrm,,,,v.,33.0,141,misinform,m i s I n f O: r\ m,misɪnfOːɹm
5757,4,mĭsĭntĕʹrpret,L.,,,v.,34.0,141,misinterpret,m i s i n t 3:r p r\ @ t,misintɜ:rpɹət
5758,2,mĭsjŭʹdge,,,,v.,35.0,141,misjudge,m i s dZ V dZ,mis?ʌ?
5759,2,mĭſleaʹd,,,,v.,37.0,141,mislead,m i s l i: d,misliːd
5760,3,mĭſmăʹnage,,,,v.,39.0,141,mismanage,m i s m { n i dZ,mismæni?
5761,4,mĭſmăʹnag_e_ment,,,,n.,40.0,141,mismanagement,m i s m { n i dZ m @ n t,mismæni?mənt
5762,2,mĭſmăʹtch,,,,v.,41.0,141,mismatch,m i s m { tS,mismæ?
5763,3,mĭſnōʹmer,L.,,,n.,43.0,141,misnomer,m i s n @U m 3:r,misnoʊmɜ:r
5764,2,mĭſplāʹce,,,,v.,44.0,141,misplace,m i s p l eI s,mispl?s
5765,2,mĭſprĭʹnt,,,,v.,45.0,141,misprint,m I s p r\ I n t,mɪspɹɪnt
5766,4,mĭſprĭʹſion,,,,n.,46.0,141,misprision,m i s p r\ I Z @ n,mispɹɪʒən
5767,2,mĭſquōʹte,,,,v.,47.0,141,misquote,m i s k w @U t,miskwoʊt
5768,4,mĭſrĕprĕsĕʹnt,,,,v.,49.0,141,misrepresent,m i s r\ E p r\ @ z E n t,misɹɛpɹəzɛnt
5769,2,mĭſrūʹle,,,,n.,50.0,141,misrule,m i s r\ u l,misɹul
5770,1,mĭſs,,,,n.,51.0,141,miss,m I s,mɪs
5771,2,mĭʹſſal,L.,,,n.,52.0,141,missal,m I s @ l,mɪsəl
5772,3,miſshăʹp_e_n,,,,a.,55.0,141,misshapen,m i s S eI p @ n,misʃ?pən
5773,3,mĭſſion,L.,nbSyll>1 et pas d'accent tonic,,n.,56.0,141,mission,m I S @ n,mɪʃən
5774,5,mĭſſionāry,,nbSyll>1 et pas d'accent tonic,,n.,57.0,141,missionary,m I S @ n E r\ i:,mɪʃənɛɹiː
5775,2,mĭʹſsĭve,L.,,,a.,58.0,141,missive,m I s i v,mɪsiv
5776,1,mĭſt,,,,n.,60.0,141,mist,m I s t,mɪst
5777,2,mĭſtāʹke,,,,v.,61.0,141,mistake,m i s t eI k,mist?k
5778,2,mʹĭstreſs,,,,n.,63.0,141,mistress,m I s t r\ @ s,mɪstɹəs
5779,2,mĭſtrŭʹſt,,,,n.,64.0,141,mistrust,m i s t r\ V s t,mistɹʌst
5780,3,mĭſtrŭʹſtful,,,,a.,65.0,141,mistrustful,m i s t r\ V s t f @ l,mistɹʌstfəl
5781,2,mĭʹſty.,,,,a.,66.0,141,misty,m I s t i:,mɪstiː
5782,4,mĭsŭndĕrſtăʹnd,,,,v.,67.0,141,misunderstand,m I s @ n d 3:r s t { n d,mɪsəndɜ:rstænd
5783,2,mĭsūʹſe,,,,v.,68.0,141,misuse,m i s j u z,misjuz
5784,1,mīte,F.,,,n.,70.0,141,mite,m aI t,m?t
5785,3,mĭʹthrĭdāte,,,,n.,71.0,141,mithridate,m I T r\ i d eI t,mɪθɹid?t
5786,3,mĭtigāte,L.,nbSyll>1 et pas d'accent tonic,,v.,72.0,141,mitigate,m I 4 @ g eI t,mɪɾəg?t
5787,2,mīʹtre,G.,,,n.,73.0,141,mitre,m I t r\ i:,mɪtɹiː
5788,2,mĭʹttens,,,,n.,2.0,142,mittens,m I t @ n z,mɪtənz
5789,1,mĭx,,,,v.,4.0,142,mix,m I k s,mɪks
5790,2,mĭxtūre,L.,nbSyll>1 et pas d'accent tonic,,n.,6.0,142,mixture,m I k s tS 3:r,mɪks?ɜ:r
5791,1,moan,,,,n.,8.0,142,moan,m @U n,moʊn
5792,1,moat,,,,n.,9.0,142,moat,m @U t,moʊt
5793,1,mŏb,F.,,,n.,10.0,142,mob,m A b,mɑb
5794,4,mobĭʹlĭty,F.,,,n.,12.0,142,mobility,m @U b I l @ 4 i:,moʊbɪləɾiː
5795,1,mŏck,,,,v.,13.0,142,mock,m A k,mɑk
5796,3,mŏʹckĕry,,,,n.,15.0,142,mockery,m A k 3:r i:,mɑkɜ:riː
5797,2,mŏʹdel,L.,,,n.,16.0,142,model,m A 4 @ l,mɑɾəl
5798,3,mŏʹdĕrāte,L.,,,a.,17.0,142,moderate,m A 4 3:r @ t,mɑɾɜ:rət
5799,5,mŏdĕrāʹtion,,,,n.,18.0,142,moderation,m A 4 3:r eI S @ n,mɑɾɜ:r?ʃən
5800,4,mŏdĕrāʹtor,L.,,,n.,19.0,142,moderator,m A 4 3:r eI 4 3:r,mɑɾɜ:r?ɾɜ:r
5801,2,mŏʹdĕrn,L.,,,a.,20.0,142,modern,m A 4 3:r n,mɑɾɜ:rn
5802,2,mŏʹdĕrns,L.,,,n.,22.0,142,moderns,m A 4 3:r n z,mɑɾɜ:rnz
5803,2,mŏʹdeſt,L.,,,a.,23.0,142,modest,m A 4 @ s t,mɑɾəst
5804,3,mŏʹdĕſty,L.,,,n.,24.0,142,modesty,m A 4 @ s t i:,mɑɾəstiː
5805,3,mŏʹdĭcum,L.,,,n.,25.0,142,modicum,m A 4 i k @ m,mɑɾikəm
5806,6,mŏdĭfĭcāʹtion,L.,,,n.,26.0,142,modification,m A 4 @ f @ k eI S @ n,mɑɾəfək?ʃən
5807,3,mŏʹdĭfy,L.,,,v.,27.0,142,modify,m A 4 @ f aI,mɑɾəf?
5808,5,mŏdŭlāʹtion,L.,,,n.,30.0,142,modulation,m A dZ @ l eI S @ n,mɑ?əl?ʃən
5809,2,mŏʹdūle,F.,,,n.,31.0,142,module,m A dZ u l,mɑ?ul
5810,2,mogŭʹl,,,,n.,32.0,142,mogul,m @U g @ l,moʊgəl
5811,2,moʹhair,,,,n.,33.0,142,mohair,m @U h E r\,moʊhɛɹ
5812,1,moiſt,,,,a.,37.0,142,moist,m OI s t,m?st
5813,2,moiʹſt_e_n,,,,v.,38.0,142,moisten,m OI s @ n,m?sən
5814,2,moiʹſtūre,,,,n.,39.0,142,moisture,m OI s tS 3:r,m?s?ɜ:r
5815,2,mōʹlar,,,,a.,40.0,142,molar,m @U l 3:r,moʊlɜ:r
5816,1,mold,,,,n.,41.0,142,mold,m @U l d,moʊld
5817,1,mōle,,,,n.,42.0,142,mole,m @U l,moʊl
5818,5,mŏlĕſtāʹtion,L.,,,n.,43.0,142,molestation,m @U l E s t eI S @ n,moʊlɛst?ʃən
5819,3,mŏʹllĭfy,L.,,,v.,45.0,142,mollify,m A l @ f aI,mɑləf?
5820,2,mŏʹloc_h_,,,,n.,46.0,142,moloch,m @ l @ k,mələk
5821,1,mŏlt,,,,v.,48.0,142,molt,m @U l t,moʊlt
5822,2,mŏʹlt_e_n,,,,a.,49.0,142,molten,m @U l t @ n,moʊltən
5823,2,mōʹment,L.,,,n.,50.0,142,moment,m @U m @ n t,moʊmənt
5824,4,mōʹmĕntăry,L.,,,n.,51.0,142,momentary,m @U m @ n t E r\ i:,moʊməntɛɹiː
5825,3,mōmĕʹnt_o_us,L.,,,a.,52.0,142,momentous,m @U m E n t @ s,moʊmɛntəs
5826,2,mŏʹnărc_h_,G.,,,n.,56.0,142,monarch,m A n A r\ k,mɑnɑɹk
5827,4,mŏnăʹrc_h_ĭcal,G.,,,a.,57.0,142,monarchical,m A n A r\ k i k @ l,mɑnɑɹkikəl
5828,3,mŏʹnărc_h_y,G.,,,n.,58.0,142,monarchy,m A n A r\ k i:,mɑnɑɹkiː
5829,4,mŏʹnăſtery,,,,n.,59.0,142,monastery,m A n @ s t E r\ i:,mɑnəstɛɹiː
5830,2,mŏʹnday,,,,n.,61.0,142,monday,m V n d i:,mʌndiː
5831,2,mŏʹney,,,,n.,62.0,142,money,m V n i:,mʌniː
5832,3,mŏʹneyed,,,,a.,63.0,142,moneyed,m V n i: d,mʌniːd
5833,3,mŏʹneyleſs,,,,a.,65.0,142,moneyless,m V n i: l i s,mʌniːlis
5834,2,mŏʹnger,,,,n.,66.0,142,monger,m V N g 3:r,mʌŋgɜ:r
5835,3,moʹnĭtor,L.,,,n.,69.0,142,monitor,m A n @ 4 3:r,mɑnəɾɜ:r
5836,1,mŏnk,,,,n.,71.0,142,monk,m V N k,mʌŋk
5837,2,mŏʹnkey,,,,n.,72.0,142,monkey,m V N k i:,mʌŋkiː
5838,4,mŏnŏʹpŏlīze,G.,,,v.,6.0,143,monopolize,m @ n A p @ l aI z,mənɑpəl?z
5839,4,mŏnŏʹpŏly,G.,,,n.,7.0,143,monopoly,m @ n A p @ l i:,mənɑpəliː
5840,4,mŏnŏthēʹiſm,G.,,,n.,10.0,143,monotheism,m A n @ T i: i z @ m,mɑnəθiːizəm
5841,2,mŏnſooʹns,,,,n.,11.0,143,monsoons,m A n s u n z,mɑnsunz
5842,2,mŏʹnſt_e_r,L.,,,n.,12.0,143,monster,m A n s t 3:r,mɑnstɜ:r
5843,2,mŏnſtr_o_us,L.,nbSyll>1 et pas d'accent tonic,,a.,13.0,143,monstrous,m A n s t r\ @ s,mɑnstɹəs
5844,1,mŏnt,F.,,,n.,14.0,143,mont,m A n t,mɑnt
5845,1,mŏnth,,,,n.,17.0,143,month,m V n T,mʌnθ
5846,2,mŏntrŏʹſs,,,,n.,18.0,143,montross,m @U n t r\ @U s,moʊntɹoʊs
5847,3,mŏʹnūment,,,,n.,19.0,143,monument,m A n j u m @ n t,mɑnjumənt
5848,1,mood,,,,n.,20.0,143,mood,m u d,mud
5849,2,mooʹdy,,,,a.,21.0,143,moody,m u 4 i:,muɾiː
5850,1,moon,,,,n.,22.0,143,moon,m u n,mun
5851,1,moor,,,,n.,23.0,143,moor,m U r\,mʊɹ
5852,1,mooſe,,,,n.,24.0,143,moose,m u s,mus
5853,1,moot,,,,n.,25.0,143,moot,m u t,mut
5854,1,mŏp,,,,n.,26.0,143,mop,m A p,mɑp
5855,1,mōpe,,,,n.,27.0,143,mope,m @U p,moʊp
5856,2,mŏʹral,,,,n.,28.0,143,moral,m O: r\ @ l,mOːɹəl
5857,4,mŏrăʹlĭty,,,,n.,29.0,143,morality,m 3:r { l @ 4 i:,mɜ:ræləɾiː
5858,3,mŏʹrălīze,,,,v.,30.0,143,moralize,m O: r\ @ l aI z,mOːɹəl?z
5859,2,mŏʹrals,,,,n.,31.0,143,morals,m O: r\ @ l z,mOːɹəlz
5860,2,mŏʹrbid,L.,,,a.,33.0,143,morbid,m O: r\ b @ d,mOːɹbəd
5861,2,mŏʹrel,,,,n.,37.0,143,morel,m 3:r E l,mɜ:rɛl
5862,2,mŏʹrning,,,,n.,39.0,143,morning,m O: r\ n i N,mOːɹniŋ
5863,2,mŏrōʹſe,L.,,,a.,40.0,143,morose,m 3:r @U s,mɜ:roʊs
5864,2,mŏʹrphew,F.,,,n.,41.0,143,morphew,m O: r\ f j u,mOːɹfju
5865,2,mŏʹrris,,,,n.,43.0,143,morris,m O: r\ @ s,mOːɹəs
5866,1,mŏrſe,,,,n.,44.0,143,morse,m O: r\ s,mOːɹs
5867,2,mŏʹrſel,L.,,,n.,45.0,143,morsel,m O: r\ s @ l,mOːɹsəl
5868,1,mŏrt,L.,,,n.,46.0,143,mort,m O: r\ t,mOːɹt
5869,2,mŏʹrtal,,,,n.,47.0,143,mortal,m O: r\ 4 @ l,mOːɹɾəl
5870,4,mŏrtăʹlĭty,,,,n.,48.0,143,mortality,m O: r\ t { l @ 4 i:,mOːɹtæləɾiː
5871,2,mŏʹrt_a_r,F.,,,n.,49.0,143,mortar,m O: r\ 4 3:r,mOːɹɾɜ:r
5872,2,mŏʹrtgage,F.,,,n.,50.0,143,mortgage,m O: r\ g @ dZ,mOːɹgə?
5873,6,mŏrtĭfĭcāʹtion,,,,n.,54.0,143,mortification,m O: r\ 4 @ f @ k eI S @ n,mOːɹɾəfək?ʃən
5874,4,mŏʹrtūăry,F.,,,n.,57.0,143,mortuary,m O: r\ tS u E r\ i:,mOːɹ?uɛɹiː
5875,3,mosāʹic,,,,n.,58.0,143,mosaic,m @U z eI i k,moʊz?ik
5876,1,moſq_ue_,,,,n.,60.0,143,mosque,m A s k,mɑsk
5877,1,mŏſs,,,,n.,61.0,143,moss,m O: s,mOːs
5878,1,mōte,,,,n.,63.0,143,mote,m @U t,moʊt
5879,1,mŏth,,,,n.,64.0,143,moth,m O: T,mOːθ
5880,2,mŏʹther,,,,n.,65.0,143,mother,m V D 3:r,mʌðɜ:r
5881,3,mŏʹthĕrleſs,,,,a.,66.0,143,motherless,m V D 3:r l i s,mʌðɜ:rlis
5882,3,mōʹtion,,,,n.,67.0,143,motion,m @U S @ n,moʊʃən
5883,4,mōʹtionleſs,,,,a.,68.0,143,motionless,m @U S @ n l @ s,moʊʃənləs
5884,2,mŏʹtĭve,,,,n.,69.0,143,motive,m @U 4 i v,moʊɾiv
5885,2,mŏʹtto,,,,n.,71.0,143,motto,m A 4 @U,mɑɾoʊ
5886,2,moʹv_e_ment,F.,,,n.,3.0,144,movement,m u v m @ n t,muvmənt
5887,2,mŏnſiʹeur,F.,,,n.,11.0,144,monsieur,m @ s j 3:r,məsjɜ:r
5888,1,mo_u_rn,,,,v.,17.0,144,mourn,m O: r\ n,mOːɹn
5889,2,mo_u_ʹrnful,,,,a.,18.0,144,mournful,m O: r\ n f @ l,mOːɹnfəl
5890,2,mо_u_ʹrning,,,,n.,19.0,144,mourning,m O: r\ n i N,mOːɹniŋ
5891,1,mow,,,,n.,22.0,144,mow,m @U,moʊ
5892,1,mŭck,,,,n.,26.0,144,muck,m V k,mʌk
5893,2,mūʹc_o_us,,,,a.,27.0,144,mucous,m j u k @ s,mjukəs
5894,2,mūʹcus,L.,,,n.,28.0,144,mucus,m j u k @ s,mjukəs
5895,1,mŭd,,,,n.,29.0,144,mud,m V d,mʌd
5896,2,mŭʹddy,,,,a.,30.0,144,muddy,m V 4 i:,mʌɾiː
5897,1,mŭff,,,,n.,31.0,144,muff,m V f,mʌf
5898,2,mŭʹffĭn,,,,n.,32.0,144,muffin,m V f @ n,mʌfən
5899,2,mŭffle,,nbSyll>1 et pas d'accent tonic,,v.,33.0,144,muffle,m V f @ l,mʌfəl
5900,2,mŭʹffler,,,,n.,34.0,144,muffler,m V f l 3:r,mʌflɜ:r
5901,1,mŭg,,,,n.,36.0,144,mug,m V g,mʌg
5902,2,mŭʹggy,,,,a.,37.0,144,muggy,m V g i:,mʌgiː
5903,3,mūlăʹttо,,,,n.,38.0,144,mulatto,m @ l A 4 @U,məlɑɾoʊ
5904,3,mŭlbĕrry,,nbSyll>1 et pas d'accent tonic,,n.,39.0,144,mulberry,m V l b E r\ i:,mʌlbɛɹiː
5905,1,mŭlct,L.,,,n.,41.0,144,mulct,m V l k t,mʌlkt
5906,1,mūle,,,,n.,42.0,144,mule,m j u l,mjul
5907,1,mŭll,,,,v.,44.0,144,mull,m V l,mʌl
5908,2,mŭʹller,L.,,,n.,45.0,144,muller,m V l 3:r,mʌlɜ:r
5909,2,mŭllet,,nbSyll>1 et pas d'accent tonic,,n.,46.0,144,mullet,m V l @ t,mʌlət
5910,5,mŭltĭlăʹtĕral,,,,a.,48.0,144,multilateral,m V l t i l { 4 3:r @ l,mʌltilæɾɜ:rəl
5911,3,mŭʹltĭple,L.,,,a.,50.0,144,multiple,m V l t @ p @ l,mʌltəpəl
5912,6,mŭltĭplĭcāʹtion,,,,n.,52.0,144,multiplication,m V l t @ p l @ k eI S @ n,mʌltəplək?ʃən
5913,5,mŭltĭplĭʹcĭty,,,,n.,54.0,144,multiplicity,m V l t @ p l I s i 4 i:,mʌltəplɪsiɾiː
5914,3,mŭʹltĭply,,,,v.,55.0,144,multiply,m V l t @ p l aI,mʌltəpl?
5915,3,mŭʹltĭtūde,L.,,,n.,56.0,144,multitude,m V l t @ t u d,mʌltətud
5916,1,mŭm,,,,n.,57.0,144,mum,m V m,mʌm
5917,2,mŭʹmble,,,,v.,58.0,144,mumble,m V m b @ l,mʌmbəl
5918,2,mŭʹmmy,,,,n.,60.0,144,mummy,m V m i:,mʌmiː
5919,2,mŭʹmp_e_r,,,,n.,61.0,144,mumper,m V m p 3:r,mʌmpɜ:r
5920,1,munch,,,,v.,62.0,144,munch,m V n tS,mʌn?
5921,2,mŭʹndāne,L.,,,a.,63.0,144,mundane,m @ n d eI n,mənd?n
5922,4,mūnĭʹcĭpal,L.,,,a.,68.0,144,municipal,m j u n I s @ p @ l,mjunɪsəpəl
5923,4,mūnĭʹtion,,,,n.,72.0,144,munition,m j u n I S @ n,mjunɪʃən
5924,2,mūʹral,,,,a.,73.0,144,mural,m j U r\ @ l,mjʊɹəl
5925,2,mŭʹrd_e_r,,,,n.,2.0,145,murder,m 3:r 4 3:r,mɜ:rɾɜ:r
5926,3,mŭʹrdĕrĕr,,,,n.,3.0,145,murderer,m 3:r 4 3:r 3:r,mɜ:rɾɜ:rɜ:r
5927,3,mŭʹrdĕr_o_us,,,,a.,4.0,145,murderous,m 3:r 4 3:r @ s,mɜ:rɾɜ:rəs
5928,2,mŭrky,,nbSyll>1 et pas d'accent tonic,,a.,6.0,145,murky,m 3:r k i:,mɜ:rkiː
5929,2,mŭʹrmŭr,,,,n.,7.0,145,murmur,m 3:r m 3:r,mɜ:rmɜ:r
5930,2,mŭʹrrey,,,,n.,9.0,145,murrey,m 3:r i:,mɜ:riː
5931,2,mŭʹſcle,L.,,,n.,13.0,145,muscle,m V s @ l,mʌsəl
5932,3,mŭʹſcŭlar,,,,a.,14.0,145,muscular,m V s k j @ l 3:r,mʌskjəlɜ:r
5933,1,mūſe,,,,v.,16.0,145,muse,m j u z,mjuz
5934,2,mūʹſes,G.,,,n.,17.0,145,muses,m j u z @ z,mjuzəz
5935,3,mūʹsĭcal,,,,a.,20.0,145,musical,m j u z i k @ l,mjuzikəl
5936,2,mūʹſic,,,,n.,21.0,145,music,m j u z i k,mjuzik
5937,1,mŭſk,,,,n.,22.0,145,musk,m V s k,mʌsk
5938,2,mŭʹſket,F.,,,n.,23.0,145,musket,m V s k @ t,mʌskət
5939,2,mŭʹſlin,F.,,,n.,26.0,145,muslin,m V z l @ n,mʌzlən
5940,1,mŭſt,,,,n.,28.0,145,must,m V s t,mʌst
5941,3,mŭſtaʹches,F.,,,n.,29.0,145,mustaches,m V s t { S i z,mʌstæʃiz
5942,2,mŭʹſtărd,,,,n.,30.0,145,mustard,m V s t 3:r d,mʌstɜ:rd
5943,2,mŭʹſt_e_r,,,,v.,31.0,145,muster,m V s t 3:r,mʌstɜ:r
5944,2,mŭſty,L.,nbSyll>1 et pas d'accent tonic,,n.,32.0,145,musty,m V s t i:,mʌstiː
5945,4,mūtāʹtion,L.,,,n.,35.0,145,mutation,m j u t eI S @ n,mjut?ʃən
5946,1,mūte,L.,,,n.,36.0,145,mute,m j u t,mjut
5947,3,mūʹtĭlāte,,,,v.,37.0,145,mutilate,m j u 4 @ l eI t,mjuɾəl?t
5948,5,mūtĭlāʹtion,,,,n.,38.0,145,mutilation,m j u 4 @ l eI S @ n,mjuɾəl?ʃən
5949,3,mūtĭneeʹr,F.,,,n.,39.0,145,mutineer,m j u t @ n I r\,mjutənɪɹ
5950,3,mūʹtĭn_o_us,,,,a.,40.0,145,mutinous,m j u t @ n @ s,mjutənəs
5951,3,mūʹtĭny,F.,,,n.,41.0,145,mutiny,m j u t @ n i:,mjutəniː
5952,2,mŭʹtt_e_r,L.,,,v.,42.0,145,mutter,m V 4 3:r,mʌɾɜ:r
5953,2,mŭʹtt_o_n,F.,,,n.,43.0,145,mutton,m V t @ n,mʌtən
5954,3,mūʹtūal,,,,a.,44.0,145,mutual,m j u tS @ w @ l,mju?əwəl
5955,2,mŭʹzzle,,,,n.,46.0,145,muzzle,m V z @ l,mʌzəl
5956,1,myrr_h_,,,,n.,53.0,145,myrrh,m 3:r,mɜ:r
5957,4,myſtĕʹrĭ_o_us,,,,a.,55.0,145,mysterious,m i s t I r\ i: @ s,mistɪɹiːəs
5958,5,mythŏlŏʹgĭcal,,,,a.,58.0,145,mythological,m I T @ l A dZ i k @ l,mɪθəlɑ?ikəl
5959,3,mythŏʹlogy,G.,,,n.,60.0,145,mythology,m @ T A l @ dZ i:,məθɑlə?iː
5960,2,nāʹdir,,,,n.,3.0,145,nadir,n eI 4 3:r,n?ɾɜ:r
5961,1,năg,,,,n.,6.0,145,nag,n { g,næg
5962,1,nail,,,,n.,9.0,145,nail,n eI l,n?l
5963,2,nāʹked,,,,a.,2.0,146,naked,n eI k @ d,n?kəd
5964,3,nāʹkĕdneſs,,,,n.,3.0,146,nakedness,n eI k @ d n @ s,n?kədnəs
5965,1,nāme,,,,n.,5.0,146,name,n eI m,n?m
5966,2,nām_e_leſs,,nbSyll>1 et pas d'accent tonic,,a.,6.0,146,nameless,n eI m l @ s,n?mləs
5967,2,nāʹm_e_sāke,,,,n.,7.0,146,namesake,n eI m s eI k,n?ms?k
5968,1,nap,,,,n.,8.0,146,nap,n { p,næp
5969,2,năʹphthā,G.,,,n.,10.0,146,naphtha,n { f T @,næfθə
5970,2,năʹpkin,,,,n.,11.0,146,napkin,n { p k i n,næpkin
5971,3,nărcĭʹſſus,,,,n.,13.0,146,narcissus,n A r\ s I s @ s,nɑɹsɪsəs
5972,3,nărcŏʹtic,,,,a.,14.0,146,narcotic,n A r\ k A 4 i k,nɑɹkɑɾik
5973,3,nărcŏʹtics,G.,,,n.,15.0,146,narcotics,n A r\ k A 4 i k s,nɑɹkɑɾiks
5974,4,nărrāʹtion,,,,n.,16.0,146,narration,n E r\ eI S @ n,nɛɹ?ʃən
5975,3,năʹrrātive,F.,,,n.,17.0,146,narrative,n { r\ @ 4 i v,næɹəɾiv
5976,2,năʹrro_w_,,,,a.,18.0,146,narrow,n E r\ @U,nɛɹoʊ
5977,2,năʹſty,,,,a.,20.0,146,nasty,n { s t i:,næstiː
5978,2,nāʹtal,,,,a.,21.0,146,natal,n eI 4 @ l,n?ɾəl
5979,3,nāʹtion,,,,n.,22.0,146,nation,n eI S @ n,n?ʃən
5980,4,nāʹtional,,,,a.,23.0,146,national,n { S @ n @ l,næʃənəl
5981,2,nāʹtĭve,L.,,,n.,24.0,146,native,n eI 4 i v,n?ɾiv
5982,4,nātĭʹvĭty,L.,,,n.,25.0,146,nativity,n @ t I v @ 4 i:,nətɪvəɾiː
5983,3,nāʹtūral,,,,a.,26.0,146,natural,n { tS 3:r @ l,næ?ɜ:rəl
5984,4,nāʹtūrăliſt,,,,n.,27.0,146,naturalist,n { tS 3:r @ l @ s t,næ?ɜ:rələst
5985,4,natūrălīze,,nbSyll>1 et pas d'accent tonic,,v.,29.0,146,naturalize,n { tS 3:r @ l aI z,næ?ɜ:rəl?z
5986,2,nāʹtūre,,,,n.,30.0,146,nature,n eI tS 3:r,n??ɜ:r
5987,2,nāʹvăl,L.,,,a.,31.0,146,naval,n eI v @ l,n?vəl
5988,1,nāve,,,,n.,32.0,146,nave,n eI v,n?v
5989,2,nāʹvĕl,,,,n.,33.0,146,navel,n eI v @ l,n?vəl
5990,3,nauʹ_gh_tĭneſs,,,,n.,34.0,146,naughtiness,n O: 4 i: n i s,nOːɾiːnis
5991,4,nāʹvĭgable,L.,,,a.,35.0,146,navigable,n { v @ g @ b @ l,nævəgəbəl
5992,3,nāʹvĭgāte,,,,v.,36.0,146,navigate,n { v @ g eI t,nævəg?t
5993,5,nāvĭgāʹtion,,,,n.,37.0,146,navigation,n { v @ g eI S @ n,nævəg?ʃən
5994,4,nāvĭgāʹtor,,,,n.,38.0,146,navigator,n { v @ g eI 4 3:r,nævəg?ɾɜ:r
5995,3,nauʹſe_o_us,,,,a.,41.0,146,nauseous,n O: S @ s,nOːʃəs
